original,augmented,food,service,place,cost,source_index,similarity
"ưu điểm: - rộng rãi thoáng mát có nhiều phòng vip và nhiều bàn nên những dịp lễ không lo thiếu - nhiều món, ăn cũng được, không quá xuất sắc cũng không dở - gỏi bò bóp thấu, mực nướng muối ớt ngon - giá cả tạm được khuyết điểm: - lên món lâu quá trời lâu, đặt món trước để chuẩn bị rồi mà vẫn còn đợi khoảng cách giữa các lần lên món quá trời lâu, làm mình bị no luôn không có hứng gọi thêm gì khác","Ưu điểm của quán là không gian rộng và thoáng, có nhiều phòng VIP và nhiều bàn nên những dịp lễ không sợ hết chỗ. Menu nhiều món, ăn ở mức ổn, không quá đặc sắc nhưng cũng không dở. Gỏi bò bóp thấu và mực nướng muối ớt ngon. Giá cả tạm chấp nhận. Tuy nhiên món lên rất lâu, dù đặt trước vẫn phải đợi, các món ra cách nhau quá lâu làm mình no luôn và không muốn gọi thêm.",3,1,2,3,,0.9067659
"ưu điểm: - rộng rãi thoáng mát có nhiều phòng vip và nhiều bàn nên những dịp lễ không lo thiếu - nhiều món, ăn cũng được, không quá xuất sắc cũng không dở - gỏi bò bóp thấu, mực nướng muối ớt ngon - giá cả tạm được khuyết điểm: - lên món lâu quá trời lâu, đặt món trước để chuẩn bị rồi mà vẫn còn đợi khoảng cách giữa các lần lên món quá trời lâu, làm mình bị no luôn không có hứng gọi thêm gì khác","Quán khá rộng rãi và thoáng mát, có nhiều phòng VIP và nhiều bàn nên dịp lễ cũng không lo thiếu chỗ. Món ăn đa dạng, chất lượng ở mức ổn, không quá xuất sắc nhưng cũng không tệ. Gỏi bò bóp thấu và mực nướng muối ớt khá ngon. Giá cả tạm ổn. Điểm trừ là món ra quá lâu, dù đã đặt trước để chuẩn bị vẫn phải chờ, các món lên cách nhau quá lâu làm mình no và không còn hứng gọi thêm.",3,1,2,3,,0.927459
"ưu điểm: - rộng rãi thoáng mát có nhiều phòng vip và nhiều bàn nên những dịp lễ không lo thiếu - nhiều món, ăn cũng được, không quá xuất sắc cũng không dở - gỏi bò bóp thấu, mực nướng muối ớt ngon - giá cả tạm được khuyết điểm: - lên món lâu quá trời lâu, đặt món trước để chuẩn bị rồi mà vẫn còn đợi khoảng cách giữa các lần lên món quá trời lâu, làm mình bị no luôn không có hứng gọi thêm gì khác","Ưu điểm là không gian quán rộng và thoáng, nhiều phòng VIP cùng nhiều bàn nên dịp lễ vẫn đủ chỗ ngồi. Món ăn nhiều lựa chọn, ăn ổn chứ không quá nổi bật cũng không dở. Gỏi bò bóp thấu và mực nướng muối ớt ngon. Giá cả tạm được. Nhưng nhược điểm là món lên rất lâu, dù đã đặt trước vẫn phải chờ, các món ra cách nhau lâu quá khiến mình no luôn và không muốn gọi thêm.",3,1,2,3,,0.89909816
"ưu điểm: - rộng rãi thoáng mát có nhiều phòng vip và nhiều bàn nên những dịp lễ không lo thiếu - nhiều món, ăn cũng được, không quá xuất sắc cũng không dở - gỏi bò bóp thấu, mực nướng muối ớt ngon - giá cả tạm được khuyết điểm: - lên món lâu quá trời lâu, đặt món trước để chuẩn bị rồi mà vẫn còn đợi khoảng cách giữa các lần lên món quá trời lâu, làm mình bị no luôn không có hứng gọi thêm gì khác","Không gian quán rộng rãi, thoáng mát, có nhiều phòng VIP và nhiều bàn nên dịp lễ cũng không sợ hết chỗ. Menu khá nhiều món, chất lượng ở mức ổn, không quá xuất sắc nhưng cũng không tệ. Gỏi bò bóp thấu và mực nướng muối ớt ăn ngon. Giá cả tạm ổn. Tuy nhiên món ra quá lâu, dù đặt trước vẫn phải chờ, mỗi món lên cách nhau quá lâu khiến mình no luôn và không còn muốn gọi thêm.",3,1,2,3,,0.8741567
"ưu điểm: - rộng rãi thoáng mát có nhiều phòng vip và nhiều bàn nên những dịp lễ không lo thiếu - nhiều món, ăn cũng được, không quá xuất sắc cũng không dở - gỏi bò bóp thấu, mực nướng muối ớt ngon - giá cả tạm được khuyết điểm: - lên món lâu quá trời lâu, đặt món trước để chuẩn bị rồi mà vẫn còn đợi khoảng cách giữa các lần lên món quá trời lâu, làm mình bị no luôn không có hứng gọi thêm gì khác","Quán có ưu điểm là rộng và thoáng, nhiều phòng VIP và nhiều bàn nên dịp lễ cũng không lo thiếu chỗ. Món ăn khá đa dạng, ăn ổn, không quá đặc sắc nhưng cũng không dở. Gỏi bò bóp thấu và mực nướng muối ớt ngon. Giá cả tạm chấp nhận. Điểm trừ là món lên rất lâu, dù đặt trước để chuẩn bị rồi vẫn phải chờ, các món ra cách nhau quá lâu khiến mình no ngang và không muốn gọi thêm.",3,1,2,3,,0.9190973
"mình đến quán vào dịp lễ nên cũng khá đông, điểm cộng là quán lại có view xem được pháo hoa. thức uống ở mức trung bình, không đặc sắc lắm. giá thành tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet quá dơ chỉ có 2 cái và nam nữ đi loạn xạ, mùi đến cả ngoài sảnh thang máy, nên cân nhắc khi ở lại đây quá lâu.","Mình ghé quán vào dịp lễ nên khá đông, điểm cộng là quán có view xem pháo hoa. Thức uống ở mức trung bình, không quá đặc sắc. Giá cả tầm trung so với khu vực. Nhân viên khá nhiệt tình. Tuy nhiên điểm trừ lớn là toilet quá dơ, chỉ có 2 cái và nam nữ dùng chung lộn xộn, mùi bay ra cả ngoài sảnh thang máy nên nếu ở lâu thì nên cân nhắc.",1,2,1,3,,0.95291436
"mình đến quán vào dịp lễ nên cũng khá đông, điểm cộng là quán lại có view xem được pháo hoa. thức uống ở mức trung bình, không đặc sắc lắm. giá thành tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet quá dơ chỉ có 2 cái và nam nữ đi loạn xạ, mùi đến cả ngoài sảnh thang máy, nên cân nhắc khi ở lại đây quá lâu.","Do mình đến vào dịp lễ nên quán khá đông, bù lại có view nhìn pháo hoa khá đẹp. Nước uống ở mức trung bình, không có gì nổi bật. Giá tầm trung so với khu vực. Nhân viên phục vụ khá nhiệt tình. Điểm trừ là nhà vệ sinh quá dơ, chỉ có 2 cái và nam nữ dùng lẫn lộn, mùi lan ra tận sảnh thang máy nên nếu ngồi lâu sẽ hơi khó chịu.",1,2,1,3,,0.88452125
"mình đến quán vào dịp lễ nên cũng khá đông, điểm cộng là quán lại có view xem được pháo hoa. thức uống ở mức trung bình, không đặc sắc lắm. giá thành tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet quá dơ chỉ có 2 cái và nam nữ đi loạn xạ, mùi đến cả ngoài sảnh thang máy, nên cân nhắc khi ở lại đây quá lâu.","Mình đến quán đúng dịp lễ nên đông khách, điểm cộng là có view xem được pháo hoa. Đồ uống chỉ ở mức trung bình, không đặc sắc lắm. Giá cả tầm trung so với khu vực xung quanh. Nhân viên khá nhiệt tình. Tuy nhiên toilet rất dơ, chỉ có 2 cái và nam nữ dùng chung khá lộn xộn, mùi bay ra tới sảnh thang máy nên nếu ở lâu thì nên cân nhắc.",1,2,1,3,,0.95028245
"mình đến quán vào dịp lễ nên cũng khá đông, điểm cộng là quán lại có view xem được pháo hoa. thức uống ở mức trung bình, không đặc sắc lắm. giá thành tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet quá dơ chỉ có 2 cái và nam nữ đi loạn xạ, mùi đến cả ngoài sảnh thang máy, nên cân nhắc khi ở lại đây quá lâu.","Vào dịp lễ nên quán khá đông khách, bù lại có view xem pháo hoa khá đẹp. Thức uống ở mức trung bình, không có gì nổi bật. Giá cả tầm trung so với khu vực. Nhân viên phục vụ nhiệt tình. Điểm trừ là toilet quá bẩn, chỉ có 2 cái và nam nữ đi chung lộn xộn, mùi bay ra tận ngoài sảnh thang máy nên ngồi lâu hơi khó chịu.",1,2,1,3,,0.91703916
"mình đến quán vào dịp lễ nên cũng khá đông, điểm cộng là quán lại có view xem được pháo hoa. thức uống ở mức trung bình, không đặc sắc lắm. giá thành tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet quá dơ chỉ có 2 cái và nam nữ đi loạn xạ, mùi đến cả ngoài sảnh thang máy, nên cân nhắc khi ở lại đây quá lâu.","Mình ghé quán vào dịp lễ nên khách khá đông, điểm cộng là có view xem pháo hoa. Đồ uống ở mức trung bình, không đặc sắc. Giá tầm trung so với khu vực. Nhân viên khá nhiệt tình. Điểm trừ lớn là nhà vệ sinh quá dơ, chỉ có 2 cái và nam nữ dùng lẫn lộn, mùi bay ra cả sảnh thang máy nên nếu ở lâu sẽ hơi khó chịu.",1,2,1,3,,0.9176461
"mình đến quán vào dịp lễ nên cũng khá đông, điểm cộng là quán lại có view xem được pháo hoa. thức uống ở mức trung bình, không đặc sắc lắm. giá thành tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet quá dơ chỉ có 2 cái và nam nữ đi loạn xạ, mùi đến cả ngoài sảnh thang máy, nên cân nhắc khi ở lại đây quá lâu.","Quán khá đông vì mình đến đúng dịp lễ, điểm cộng là có view xem pháo hoa. Nước uống ở mức trung bình, không có gì đặc sắc. Giá cả ở mức tầm trung so với khu vực. Nhân viên phục vụ khá nhiệt tình. Tuy nhiên nhà vệ sinh quá dơ, chỉ có 2 cái và nam nữ dùng chung lộn xộn, mùi bay ra tận sảnh thang máy nên ở lâu khá bất tiện.",1,2,1,3,,0.9016291
"mình đến quán vào dịp lễ nên cũng khá đông, điểm cộng là quán lại có view xem được pháo hoa. thức uống ở mức trung bình, không đặc sắc lắm. giá thành tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet quá dơ chỉ có 2 cái và nam nữ đi loạn xạ, mùi đến cả ngoài sảnh thang máy, nên cân nhắc khi ở lại đây quá lâu.","Do ghé quán vào dịp lễ nên khá đông khách, bù lại có view nhìn pháo hoa khá đẹp. Thức uống chỉ ở mức trung bình, không nổi bật. Giá cả tầm trung so với khu vực. Nhân viên khá nhiệt tình. Điểm trừ là toilet rất bẩn, chỉ có 2 cái và nam nữ dùng chung lộn xộn, mùi bay ra cả ngoài sảnh thang máy nên nếu ngồi lâu sẽ hơi khó chịu.",1,2,1,3,,0.88296735
"mình đến quán vào dịp lễ nên cũng khá đông, điểm cộng là quán lại có view xem được pháo hoa. thức uống ở mức trung bình, không đặc sắc lắm. giá thành tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet quá dơ chỉ có 2 cái và nam nữ đi loạn xạ, mùi đến cả ngoài sảnh thang máy, nên cân nhắc khi ở lại đây quá lâu.","Mình đến quán dịp lễ nên đông khách, điểm cộng là có view xem pháo hoa. Đồ uống ở mức trung bình, không quá đặc sắc. Giá cả tầm trung so với khu vực xung quanh. Nhân viên khá nhiệt tình. Tuy nhiên nhà vệ sinh quá dơ, chỉ có 2 cái và nam nữ dùng chung khá lộn xộn, mùi lan ra tận sảnh thang máy nên nếu ở lâu nên cân nhắc.",1,2,1,3,,0.9339779
"thấy mở được vài tháng nên ghé thử trong dịp tết này. đồ ăn khá khô khan, gà tươi ổn, giá cả ổn. có một điểm là nhận được thẻ cào với hoá đơn 100 vnd của mình 317 vnd, tưởng được 3 thẻ. cái đó không nói. đáng chú ý là mình có con nhỏ, nhân viên bắt cào tại quầy. mình nói đem lên lầu để cho mấy đứa nó cào, dù gì cũng ăn tại quán chứ có mang đi. nói mãi mới hiểu được vấn đề. nhận được phần thưởng ly nước ngọt refill. phần ăn mình đã có 4 lý rồi, thêm 1 nữa là 5, nhân viên nói để dành cho lần sau. mình tính là vậy cho đến khi ăn xong, xin cái nắp ly để mang nước về do refill uống không hết. không có nắp, ổn, vẫn không sao. rồi mình xin cái bịch, không cho bịch để cầm ly mang về luôn. wow. mình mới hỏi nếu khách mua mang về thì cầm kiểu gì, nhân viên nam không giải thích gì thêm mà chỉ nói là không có bịch. đến cái bịch còn không có thì chịu. cách tới già nhé. xin cám ơn. ps: không rảnh chụp bill. chỉ nhớ chính xác một phần a1 và a4 cộng thêm chai nước suối 317 vnd. bye bye.","Quán mới mở vài tháng nên mình ghé thử dịp Tết. Đồ ăn hơi khô, gà tươi thì ổn và giá cả cũng ổn. Hóa đơn của mình 317k nên nhận được thẻ cào, tưởng được 3 thẻ. Mình có con nhỏ nên muốn mang thẻ lên lầu cho tụi nhỏ cào nhưng nhân viên bắt cào tại quầy, nói mãi mới hiểu. Cuối cùng trúng phần thưởng là ly nước ngọt refill. Bàn mình đã có 4 ly rồi, thêm ly đó thành 5 nên nhân viên nói để lần sau dùng. Lúc ăn xong mình xin nắp ly để mang nước về vì refill uống không hết thì quán không có. Mình xin thêm cái bịch để xách ly về cũng không cho. Mình hỏi nếu khách mua mang về thì cầm kiểu gì thì nhân viên nam chỉ nói là không có bịch. Đến cái bịch cũng không có thì chịu. Cạch tới già. Hóa đơn không chụp nhưng nhớ rõ phần A1, A4 và chai nước suối tổng 317k.",1,1,0,2,,0.92048883
"thấy mở được vài tháng nên ghé thử trong dịp tết này. đồ ăn khá khô khan, gà tươi ổn, giá cả ổn. có một điểm là nhận được thẻ cào với hoá đơn 100 vnd của mình 317 vnd, tưởng được 3 thẻ. cái đó không nói. đáng chú ý là mình có con nhỏ, nhân viên bắt cào tại quầy. mình nói đem lên lầu để cho mấy đứa nó cào, dù gì cũng ăn tại quán chứ có mang đi. nói mãi mới hiểu được vấn đề. nhận được phần thưởng ly nước ngọt refill. phần ăn mình đã có 4 lý rồi, thêm 1 nữa là 5, nhân viên nói để dành cho lần sau. mình tính là vậy cho đến khi ăn xong, xin cái nắp ly để mang nước về do refill uống không hết. không có nắp, ổn, vẫn không sao. rồi mình xin cái bịch, không cho bịch để cầm ly mang về luôn. wow. mình mới hỏi nếu khách mua mang về thì cầm kiểu gì, nhân viên nam không giải thích gì thêm mà chỉ nói là không có bịch. đến cái bịch còn không có thì chịu. cách tới già nhé. xin cám ơn. ps: không rảnh chụp bill. chỉ nhớ chính xác một phần a1 và a4 cộng thêm chai nước suối 317 vnd. bye bye.","Quán mới mở vài tháng nên mình ghé thử dịp Tết. Đồ ăn hơi khô, gà tươi ổn và giá cả cũng ổn. Hóa đơn 317k nên mình nhận được thẻ cào, tưởng là được 3 thẻ. Vì có con nhỏ nên mình muốn mang thẻ lên lầu cho tụi nhỏ cào nhưng nhân viên bắt phải cào tại quầy, giải thích khá lâu mới hiểu. Phần thưởng là ly nước ngọt refill. Bàn mình đã có 4 ly, thêm ly này thành 5 nên nhân viên bảo để dành lần sau. Lúc ăn xong mình xin nắp ly để mang nước về vì refill uống không hết thì quán không có. Xin thêm cái bịch để cầm ly mang về cũng không cho. Hỏi nếu khách mua mang đi thì cầm kiểu gì thì nhân viên nam chỉ nói không có bịch. Đến cái bịch cũng không có thì chịu, chắc cạch luôn. Bill không chụp nhưng nhớ có A1, A4 và chai nước suối tổng 317k.",1,1,0,2,,0.9180591
