rating,text,word_count,food,service,place,cost,count
5 sao,"riêng cá nhân mình thì thấy đồ ăn ở đây rất rẻ, rẻ hơn những chổ khác kể cả phần ăn trưa. nhân viên phục vụ rất nhanh hầu như món nào cũng vài phút và nóng hôm mình đi ăn có 1 bạn rất xinh và order cho mình cũng nhiệt tình! nhưng không gian hơi nhỏ mình thấy khá ồn vào giờ trưa",65,0,2,1,2,2
4 sao,"đồ ăn cũng ngon nhưng món tiramisu đôi khi bỏ lá gelatin vào tan chưa hết. nước cũng tạm không tới nỗi ngon nhưng không dở, chỗ ngồi thì đương nhiên do mở xuyên đêm nên càng về đêm càng thiếu chỗ nhưng mình thì không ngồi lâu thế. đồ uống tầm 40 vnd-60 vnd là max. phòng máy lạnh. có wifi mạnh khá là yên tĩnh đương nhiên tùy lúc vó mở nhạc hay không. kêu nhân viên tắt nhạc cũng dk",83,2,0,1,3,2
3 sao,"thức ăn ổn nhưng chưa chăm chút lắm về cảm quan. dịch vụ tương đối. khuôn viên rộng rãi, mát mẻ. món canh nhiều dầu mỡ, không đẹp mắt.",29,1,3,2,0,2
3 sao,mình đi ăn thôi nôi con người bạn ở đây. và cảm nhận mình như sau. không gian có ngoài trời và phòng vip. không quá rộng. món ăn đa dạng. đồ ăn tươi. nhưng nhiều món chắc không hợp khẩu vị mình ăn không thấy ngon. có món bó bóp thấu thì ngon. dê thì có mùi tanh quá. cá nấu mẻ và sườn dê nấu cháo mình ăn không quen. cá tầm khá béo. có 1 điều không hài lòng là thời gian lên món khá lâu gần 30 phút 1 món dù đây là món chủ tiệc đã đặt sẵn. dù mình thấy lượng khách không nhiều. chắc sau này mình sẽ không tổ chức tiệc ở đây.,121,1,1,3,0,2
4 sao,"một phần khá nhiều, ăn tạm, giá rẻ, bình dân phù hợp sinh viên, quán bé nhưng hơi nóng, có tặng kem tráng miệng. thực đơn đa dạng",28,3,0,1,2,2
1 sao,"udon ngon nhen, mình đi vào giờ trưa quán khá vắng nên ra món nhanh, nhưng mà nhân viên lại không take care khách mà chỉ lo nói chuyện, tinh tien gọi đến tận lần thứ 3 thì trong bếp mới thấy và nhắc",44,2,1,3,0,2
4 sao,thức ăn hơi mặn. giá bình dân. wc sạch sẽ. phục vụ chưa tốt lắm,15,1,1,2,2,2
4 sao,đồ ăn ổn. giá trung bình. có gọi thử món cá mới ayu mà thấy không ngon. rất biết như cá ngừ.,22,1,0,0,3,2
5 sao,"quán nằm góc mặt tiền đường có không gian hơi hẹp , nhưng sạch sẽ . nước lèo nóng , vị đậm đà nhé , riêu cua cũng ngon , mình ấn tượng da heo giòn rụm và làm lông rất sạch nhé . quán nằm ngay góc ngã tư rất đông xe của quận gv nên hầu như không thể đậu oto được nhé . chỗ nào bán bún riêu , canh bún mà nước chấm pha đầy đủ như này là mình ưng rồi . các côchị phục vụ lẹ và nhẹ nhàng . giá 35 vnd",99,2,2,1,3,2
5 sao,"chủ yếu phục vụ các loại rượu, nhân viên ổn, đồ ăn không quá xuất sắc, nhạc acoustic có cuối tuần cũng chill. updated 712023: dnay có thêm món thịt trâu gác bếp ắn khá hợp với bia, order da heo cháy tỏi lại mang ra da heo muối ớt",50,1,3,2,0,2
4 sao,"thức ăn cũng tạm đúng như phần tiền bỏ ra cho quán ,nước lẩu không có đặc biệt lắm, ăn được, giá tiền 200 vnd lẩu 2 người , rau hơi ít, trang trí quán theo kiểu dáng nhà cũ xưa .",42,3,0,3,3,2
5 sao,"giá hợp lý, quán phục vụ theo kiểu gia đình nên giờ cao điểm không chu đáo cskh",18,0,1,0,2,2
1 sao,"nhân viên không được training kỹ càng kiến thức lơ mơ. không gian quán đặc trưng của lotteria nên không đáng bàn tới. song có chuyện như thế nào toi có mua phần 6pcs gà sốt bên này và có ý nói muốn hỗ trợ má đùi. tôi không lấy đùi. thế là bạn lấy cho tôi đến 4 cái đùi và không checkfood trước khi gói cho khách. quá tệ. tôi mở ra thấy toàn đùi thì nói bạn đó, bạn đó bảo tôi là không đổi được khi đã sốt. trong khi tôi mua từng miếng lẻ chứ không phải là combo. lừa dối khách hàng qua mặt khách hàng là quá đáng lắm rồi. quá ư là kiêu ngạo. đm, sm của nhà hàng này đâu hết rồi mà không quản lý và dạy bảo được nhân viên thế này.",143,1,1,3,0,2
4 sao,"mình hay ăn bánh mì chảo ở đây, một phần cơ bản được 2 cục xíu mại với 1 trứng chỉ có 30 vnd, mình thường ăn thêm bánh mì nữa thì 5 vnd một ổ. thấy chú với nhân viên quán ở đây dễ thương, hay hỏi khách có ăn được hành không. mỗi tội quán hơi nhỏ, để xe thì được tầm chục chiếc là tối đa.",69,0,2,1,2,2
4 sao,"có phòng riêng, phục vụ tận tâm và dễ thương. đồ ăn thì tuỳ món nhưng nhìn chung cũng tạm. giá khá cao.",23,3,2,0,1,2
5 sao,giá hơi cao nhưng đồ ăn cũng ổn. nhân viên nhiệt tình. nước uống cũng khá ổn. hẹn gặp quán lần sau,22,3,2,0,1,2
2 sao,"cả nhà đi ăn về đi ngoài, rau cải 7 màu còn mùi đất, bánh su kem bị chua, với giá này thì bình thường thôi, không ngon",28,1,0,0,3,2
2 sao,"nhà hàng trang trí sang trọng, đồ ăn bình thường, không nổi bật so với nhà hàng hoa nổi tiếng khác nhưng giá cũng cao. hai người bill hơn 700 vnd. tuy nhiên không hài lòng việc thu tiền giữ xe khách và cũng không dắt xe cho khách. nó không đáng bao nhiêu tiền nhưng gây sự khó chịu.",60,3,1,2,1,2
5 sao,phục vụ rất tốt khi mình không muốn ngồi dưới sàn vẫn sắp xếp cho mình ngồi ghế đồ ăn rất ổn nhất là món mì udon còn có vài món mình không thích như cơm lươn với gạch cua sốt phô mai giá cả khá ổn mình đi 3 người hết 1tr4,53,1,2,0,2,2
3 sao,"food: 15 không hợp vị mình, nước mắm quá ngọt, sườn miếng siêu bự nhưng vị cũng ngọt quá nên không ăn được trong khi mình cũng hay ăn ngọt, canh chua lớn cũng không ổn lắm. nói chung khẩu vị ai ăn ngọt thì chắc hợp. service: 55 nhanh nhẹn, vui vẻ, nhân viên làm việc siêu lẹ luôn nhé, lấy order, ra món, dọn bàn gì cũng lẹ hết. rất ưng price: 55 giá tốt, phần ăn lớn. vibe: tiệm siêu đông, lúc mình tới thì cũng tối rồi, khách cả ngày nên chắc không dọn dẹp kĩ được. phù hợp kiểu vào ăn xong ra liền nhanh gọn lẹ. total5 chắc m sẽ không quay lại vì thấy hơi ngọt nhưng vẫn sẽ reccommend cho các bạn, tiệm siêu đông nên chắc hợp với khẩu vị nhiều người.",141,1,2,1,2,3
4 sao,"lẩu nhỏ 2 người từ 220 vnd và 1 số món ăn chơi. lẩu dễ ăn, dùng chung với chao. không gian trên lầu rất vui mắt.",27,3,0,2,3,3
1 sao,"trải nghiệm khá tệ. đồ ăn tạm, không đặc sắc. giá vừa phải. nhân viên khá lơ đãng và phục vụ chậm. khói nồng nặc. không thể quay lại",29,1,1,1,2,3
4 sao,không gian ổn. giá cả phù hợp cho 1 buổi đi ăn tán gẫu bạn bè hoặc người yêu. bàn hơi bé 1 tý,24,0,0,3,2,3
5 sao,đồ ăn ngon không gian thoải mái giá cả hợp lý chỉ có đều hôm qua mình đi ăn nghêu hơi tanh ạ,23,1,0,2,2,3
4 sao,"cơ sở vật chất theo mình hơi xuống nhé. đuoc cái là giá ăn rẻ, kg tươi lám như mà ăn ổn. bạn nhân viên hướng dẫn nhiet tình. có nướng và lẩu luôn. mà quán hơi buồn là kg xuất được hoá đơn đỏ nhé.",46,1,2,1,2,3
4 sao,tổng quan: 4 5 note: không nên mặc đồ trắng vì các món ăn đều có ướp tỏi nên rất dễ văng vào quần áo. sau 3 lần trải nghiệm mình thấy quán có mức giá phù hợp với các bạn sinh viên với đồ ăn cũng phong phú được ướp với nước sốt màu vàng đặc trưng của quán. các bạn nên tranh thủ đi sớm trước 6 giờ chiều để có thể có được không gian và phục vụ nhanh chóng. quán cũng có chỗ để xe và có người trông coi nên cũng yên tâm ăn uống. mức giá: 139 vnd với menu nướng và 29 vnd với menu lẩu chưa thuế. nước ngọt các loại giá 22 vnd. đồ ăn: tương đối đa dạng so với giá và khá ngon. mình đặt biệt thích vú heo của quán vì được cắt thành từng miếng nhỏ dễ nướng. ba chỉ cũng khá ngon nhưng miếng to nên mau ngán. cá ăn cũng tạm ổn. mình không thích ăn cánh gà nướng của quán vì khó nướng và không ngon so với các món còn lại. vị trí: nằm trong hẻm nên khá khó tìm với những bạn đi vào lần đầu tiên. không gian: quán hẹp và có 1 lầu. tất cả đều có gắn máy lạnh nhưng nếu khách đông thì ngồi rất dễ đụng nhau khi ăn uống và nóng.,235,2,2,3,2,3
2 sao,"quán không quá rộng. menu đa dạng món giá cũng không quá cao. món ăn cũng bình thường, ngon ở mực tạm tạm. ngêu và ốc ăn còn cát nhiều.",30,1,0,1,2,3
5 sao,"đồ ăn ngon, giá cả hợp lý, nhân viên ổn lắm ạ. đi sau 8h ngồi trên rooftop sẽ okla hơn nhé mọi người, ngồi dưới nhà hơi khói.",29,2,2,3,2,3
3 sao,"quán khá rộng lại nhiều tầng nhân viên phục vụ rất chán, không chăm khách, đem nước và ly ra để như dằn xuống bàn cái đùng. đồ ăn tạm được. nghêu hấp xả không ngon. gà nướng cũng tạm được. giá cả phù hợp",45,1,1,1,2,3
5 sao,"quán ăn gần sân bay tân sơn nhất. ăn không hợp khẩu vị, giá cả phải chăng, không gian rộng rãi.",21,1,0,2,2,3
4 sao,"hôm mình đi cũng khá khuya rồi nên không còn mấy món. tuy gần hết giờ nhưng nhân viên vẫn phục vụ bình thường. đồ ăn không quá xuất sắc nhưng nêm nếm vừa vị, dễ ăn. giá cả cũng bình dân không gian thì hơi nóng, ở dưới gần miệng cốn nên thỉnh thoảng có mùi, vệ sinh bàn ghế chưa tốt.",63,1,2,1,2,3
5 sao,"nhân viên nhiệt tình, đáng yêu mrk tốt - biết các chăm không tôi tổ chức con tôi sinh nhật ở đây và thấy hài lòng. đồ ăn ngon - đồ ăn ngon khen bia hơi nhạt chê, chỉnh lại về vị bia chê về toilet nam hơi cũ, thơm và mát hơn gọn gàng hơn sẽ ổn có chỗ chơi cho trẻ em, khuôn viên rộng bọn trẻ khoái views chill mát mẻ , ngắm máy bay và xe từ trên cao có thể làm tốt hơn nữa cho gò vấp có chỗ chill nhé sẽ quay lại",99,3,2,3,0,3
2 sao,"quán rất dơ, nhân viên take care khá chậm , đồ ăn không quá ngon như review, giá sinh viên học sinh tiếp cận được . nếu quán khá đông thì khi bạn tới bạn sẽ được trải nghiệm ngồi trên đống rác cùng với đó là chiếc bàn đầy ắp tô chén , thức ăn thừa mà khách trước để lại trong khoảng 15 , dịch vụ tệ",69,1,1,1,2,3
2 sao,"đồ uống bình thường khu vực dành cho các bạn chạy deadline làm việc mà quầy bar hơi ồn. mình và bạn mình có hỏi lên trên lầu để ngồi làm việc cho đỡ ồn thì nhân viên có nói là khu vực chưa mở cửa, trong khi đó rất nhiều người đã lên và nhân viên cũng đã đưa nước lên trên đó. không đánh giá cao thái độ nhân viên vào sáng 1805nhờ chủ quán xem lại.",79,3,1,3,0,3
4 sao,"đến và đi khá nhiều lần, song lần này mình đánh giá xíu nhé. khách quan thì quán trang trí hợp mắt, khách hàng có nhiều lựa chọn chỗ ngồi và vị trí ngồi nhân viên phục vụ lễ phép. nhưng mình nghĩ việc mỗi cửa hàng có 1 nhân viên cashier không tốt thì có nhưng hầu như là do cách training sai? bạn không hề giới thiệu phần uống cho khách khi khách cần hỗ trợ ngay cả khi khách đã yêu cầu thái độ bạn vẫn quay sau nói chuyện. 1 vị trí đẹp, thức uống vừa giá tiền, đó là cả 1 lợi thế cho quán phát triển. nhưng nếu cách training cashier mãi nhân viên sẽ không tốt cho dài lâu. bao vệ bên ngoài nhanh nhẹn, nói chung mình thích tất cả trừ phần mình nói phía trên!",144,0,1,2,2,3
5 sao,"quán ồn ào vui vẻ đồ ăn cũng cũng , nhân viên nhiệt tình. bạn tóc đỏ dễ thưn",19,3,2,3,0,3
5 sao,"mình thấy đồ ăn ngon, thích nhất món cơm chiên và bánh cuốn tôm. đúng như mọi người nói là tốn tiền giữ xe nhưng mà mình thấy ổn vì không có gì phàn nàn khác. trang trí cũng đẹp, nhân viên vừa đủ điểm không dư để khen cũng không thiếu để chê. đông và hơi hơi ồn do nhiều bàn. 23 người hết 12tr.",66,2,3,2,1,3
4 sao,"một nhà hàng nhật bản giá cả phải chăng với chỗ ngồi trên cao! mặc dù là một nhà hàng nhật bản địa phương, bạn vẫn có thể thưởng thức những món ăn với giá cả rất phải chăng.",39,0,0,3,2,3
5 sao,"phục vụ ổn, món ăn ổn, không gian đẹp. tôi cùng gia đình đã ghé nhiều lần",17,3,3,2,0,3
4 sao,"giá cả hợp lý so với mặt bằng các quán rooftop đồ uống trình bày đẹp nhưng chưa được ngon không gian quán rộng rãi, nhưng chưa qá đẹp",29,1,0,1,2,3
4 sao,"view tầng 7 không cao lắm, nhưng đủ để ngắm cảnh thành phố về đêm trăng non còn lung linh, ảo diệu bởi những ánh đèn được trang trí rất đẹp và lãng mạn, tông màu thật ấm, kết hợp với cái mát mẻ của khí trời làm dễ chịu lòng người menu cũng khá đa dạng và tầm trung, mình gọi 1 ly rượu sữa gì đó, uống không hợp lắm nhưng không sao, mình ún ké nước của any cũng ổn bạn nào muốn lãng mạn, ấm cúng hay mát mẻ, lung linh gì thì nên thử nhé",100,3,0,2,3,3
5 sao,"đã ăn với công tình yêu vài lần, đồ ăn không gian ổn, nhưng phục vụ hơi chậm",18,3,1,3,0,3
